,year,position,name,team,avg,bb,ibb,hbp,so,gdp,slg,obp,ops,mh,risp,ph_ba
725,2025,포수,정보근,롯데,0.186,18,1,1,39,4,0.256,0.291,0.547,3,0.293,0.000
726,2025,포수,신범수,SSG,0.182,5,0,1,7,0,0.303,0.308,0.611,0,0.143,0.400
727,2025,포수,허인서,한화,0.172,0,0,1,12,1,0.207,0.200,0.407,0,0.182,0.333
728,2025,포수,박세혁,NC,0.163,5,0,1,28,4,0.267,0.215,0.482,3,0.219,0.091
729,2025,포수,손성빈,롯데,0.145,4,0,1,20,1,0.194,0.209,0.403,0,0.125,0.000
730,2025,포수,안중열,NC,0.143,8,0,2,15,0,0.204,0.288,0.492,0,0.182,0.000
731,2025,포수,류현준,두산,0.136,0,0,0,6,1,0.136,0.136,0.272,0,0.143,0.250
732,2025,포수,김재성,삼성,0.127,6,0,2,23,0,0.159,0.222,0.381,1,0.133,0.000
733,2025,포수,박진우,삼성,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
734,2025,포수,김성재,두산,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
735,2025,포수,박민준,두산,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
736,2025,포수,박성재,두산,0.000,0,0,0,5,0,0.000,0.000,0.000,0,0.000,0.000
737,2025,포수,장승현,두산,0.000,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000
738,2025,포수,김민석,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000
739,2025,포수,강승구,롯데,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
740,2025,내야수,문보경,LG,0.276,79,3,4,108,15,0.460,0.371,0.831,38,0.274,0.333
741,2025,내야수,황재균,KT,0.275,34,1,2,84,2,0.379,0.336,0.715,31,0.403,0.111
742,2025,내야수,윤도현,KIA,0.275,8,0,1,36,1,0.470,0.316,0.786,12,0.296,0.000
743,2025,내야수,최정원,NC,0.275,18,0,12,22,0,0.300,0.417,0.717,9,0.194,0.250
744,2025,내야수,최주환,키움,0.275,36,2,5,66,8,0.425,0.330,0.755,33,0.291,0.500
745,2025,내야수,박성한,SSG,0.274,79,1,3,93,6,0.381,0.384,0.765,31,0.275,0.500
746,2025,내야수,한태양,롯데,0.274,32,0,2,69,3,0.378,0.367,0.745,11,0.274,0.167
747,2025,내야수,황영묵,한화,0.273,20,0,2,37,4,0.358,0.329,0.687,18,0.300,0.455
748,2025,내야수,전병우,삼성,0.273,19,0,1,27,3,0.338,0.423,0.761,2,0.381,0.412
749,2025,내야수,고승민,롯데,0.271,56,1,3,83,8,0.350,0.350,0.700,36,0.241,0.000
750,2025,내야수,노진혁,롯데,0.270,5,0,1,20,0,0.397,0.333,0.730,2,0.188,0.267
751,2025,내야수,서호철,NC,0.266,8,0,7,51,7,0.335,0.301,0.636,16,0.247,0.143
752,2025,내야수,오선우,KIA,0.265,34,2,3,158,11,0.432,0.323,0.755,32,0.239,0.143
753,2025,내야수,석정우,SSG,0.265,4,0,1,18,1,0.408,0.333,0.741,0,0.300,0.000
754,2025,내야수,안상현,SSG,0.264,18,0,2,85,2,0.380,0.314,0.694,19,0.200,0.000
755,2025,내야수,정현창,KIA,0.263,2,0,0,5,0,0.263,0.333,0.596,0,0.000,0.250
756,2025,내야수,박민석,KT,0.263,2,0,0,4,0,0.421,0.333,0.754,1,0.000,0.000
757,2025,내야수,박계범,두산,0.263,14,0,1,45,4,0.354,0.319,0.673,9,0.345,0.300
758,2025,내야수,오명진,두산,0.263,27,1,3,94,3,0.366,0.321,0.687,22,0.235,0.250
759,2025,내야수,이도윤,한화,0.260,11,1,3,52,5,0.340,0.296,0.636,13,0.250,0.400
760,2025,내야수,노시환,한화,0.260,70,10,11,125,22,0.497,0.354,0.851,37,0.290,0.000
761,2025,내야수,양도근,삼성,0.259,18,0,2,41,3,0.289,0.337,0.626,12,0.220,0.286
762,2025,내야수,오윤석,KT,0.256,12,0,7,41,4,0.321,0.335,0.656,8,0.302,0.300
763,2025,내야수,이재현,삼성,0.254,69,1,11,119,8,0.427,0.360,0.787,29,0.256,0.333
764,2025,내야수,김상수,KT,0.254,52,1,4,57,8,0.335,0.349,0.684,20,0.287,0.250
765,2025,내야수,오지환,LG,0.253,37,0,3,115,4,0.430,0.314,0.744,27,0.283,0.333
766,2025,내야수,손호영,롯데,0.250,22,0,10,66,9,0.323,0.313,0.636,24,0.321,0.000
767,2025,내야수,오태양,NC,0.250,1,0,0,3,0,0.250,0.308,0.558,0,0.750,0.000
768,2025,내야수,김병휘,키움,0.250,2,0,0,1,0,0.250,0.500,0.750,0,0.000,0.000
769,2025,내야수,김휘집,NC,0.249,40,0,27,89,9,0.420,0.349,0.769,29,0.242,0.333
770,2025,내야수,문보경,LG,0.276,79,3,4,108,15,0.460,0.371,0.831,38,0.274,0.333
771,2025,내야수,황재균,KT,0.275,34,1,2,84,2,0.379,0.336,0.715,31,0.403,0.111
772,2025,내야수,윤도현,KIA,0.275,8,0,1,36,1,0.470,0.316,0.786,12,0.296,0.000
773,2025,내야수,최정원,NC,0.275,18,0,12,22,0,0.300,0.417,0.717,9,0.194,0.250
774,2025,내야수,최주환,키움,0.275,36,2,5,66,8,0.425,0.330,0.755,33,0.291,0.500
775,2025,내야수,박성한,SSG,0.274,79,1,3,93,6,0.381,0.384,0.765,31,0.275,0.500
776,2025,내야수,한태양,롯데,0.274,32,0,2,69,3,0.378,0.367,0.745,11,0.274,0.167
777,2025,내야수,황영묵,한화,0.273,20,0,2,37,4,0.358,0.329,0.687,18,0.300,0.455
778,2025,내야수,전병우,삼성,0.273,19,0,1,27,3,0.338,0.423,0.761,2,0.381,0.412
779,2025,내야수,고승민,롯데,0.271,56,1,3,83,8,0.350,0.350,0.700,36,0.241,0.000
780,2025,내야수,노진혁,롯데,0.270,5,0,1,20,0,0.397,0.333,0.730,2,0.188,0.267
781,2025,내야수,서호철,NC,0.266,8,0,7,51,7,0.335,0.301,0.636,16,0.247,0.143
782,2025,내야수,오선우,KIA,0.265,34,2,3,158,11,0.432,0.323,0.755,32,0.239,0.143
783,2025,내야수,석정우,SSG,0.265,4,0,1,18,1,0.408,0.333,0.741,0,0.300,0.000
784,2025,내야수,안상현,SSG,0.264,18,0,2,85,2,0.380,0.314,0.694,19,0.200,0.000
785,2025,내야수,정현창,KIA,0.263,2,0,0,5,0,0.263,0.333,0.596,0,0.000,0.250
786,2025,내야수,박민석,KT,0.263,2,0,0,4,0,0.421,0.333,0.754,1,0.000,0.000
787,2025,내야수,박계범,두산,0.263,14,0,1,45,4,0.354,0.319,0.673,9,0.345,0.300
788,2025,내야수,오명진,두산,0.263,27,1,3,94,3,0.366,0.321,0.687,22,0.235,0.250
789,2025,내야수,이도윤,한화,0.260,11,1,3,52,5,0.340,0.296,0.636,13,0.250,0.400
790,2025,내야수,노시환,한화,0.260,70,10,11,125,22,0.497,0.354,0.851,37,0.290,0.000
791,2025,내야수,양도근,삼성,0.259,18,0,2,41,3,0.289,0.337,0.626,12,0.220,0.286
792,2025,내야수,오윤석,KT,0.256,12,0,7,41,4,0.321,0.335,0.656,8,0.302,0.300
793,2025,내야수,이재현,삼성,0.254,69,1,11,119,8,0.427,0.360,0.787,29,0.256,0.333
794,2025,내야수,김상수,KT,0.254,52,1,4,57,8,0.335,0.349,0.684,20,0.287,0.250
795,2025,내야수,오지환,LG,0.253,37,0,3,115,4,0.430,0.314,0.744,27,0.283,0.333
796,2025,내야수,손호영,롯데,0.250,22,0,10,66,9,0.323,0.313,0.636,24,0.321,0.000
797,2025,내야수,오태양,NC,0.250,1,0,0,3,0,0.250,0.308,0.558,0,0.750,0.000
798,2025,내야수,김병휘,키움,0.250,2,0,0,1,0,0.250,0.500,0.750,0,0.000,0.000
799,2025,내야수,김휘집,NC,0.249,40,0,27,89,9,0.420,0.349,0.769,29,0.242,0.333
800,2025,내야수,김영웅,삼성,0.249,48,3,2,143,6,0.455,0.323,0.778,25,0.268,0.000
801,2025,내야수,양석환,두산,0.248,24,1,5,82,6,0.401,0.320,0.721,17,0.222,0.000
802,2025,내야수,정준재,SSG,0.245,51,0,3,93,4,0.288,0.340,0.628,21,0.276,0.267
803,2025,내야수,최정,SSG,0.244,51,6,12,94,10,0.482,0.360,0.842,22,0.247,0.000
804,2025,내야수,김민성,롯데,0.243,33,1,4,48,7,0.346,0.353,0.699,12,0.233,0.235
805,2025,내야수,이호준,롯데,0.242,14,0,3,33,3,0.424,0.327,0.751,6,0.313,0.000
806,2025,내야수,이유찬,두산,0.242,33,0,2,66,4,0.290,0.328,0.618,11,0.194,0.000
807,2025,내야수,오선진,키움,0.238,12,0,3,45,2,0.315,0.308,0.623,8,0.313,0.000
808,2025,내야수,어준서,키움,0.238,30,1,2,75,10,0.327,0.305,0.632,20,0.222,0.182
809,2025,내야수,천성호,LG,0.237,17,0,5,29,2,0.329,0.323,0.652,8,0.250,0.154
810,2025,내야수,김동준,두산,0.237,5,0,1,30,2,0.333,0.283,0.616,3,0.259,0.333
811,2025,내야수,강승호,두산,0.236,24,2,11,113,7,0.372,0.302,0.674,19,0.224,0.333
812,2025,내야수,위즈덤,KIA,0.236,52,2,4,142,9,0.535,0.321,0.856,25,0.207,0.200
813,2025,내야수,안주형,삼성,0.235,1,0,0,5,1,0.412,0.278,0.690,0,0.000,0.000
814,2025,내야수,김규성,KIA,0.233,21,0,2,49,1,0.301,0.313,0.614,9,0.204,0.714
815,2025,내야수,김태진,키움,0.233,20,1,0,53,6,0.341,0.281,0.622,15,0.156,0.214
816,2025,내야수,오영수,NC,0.232,22,0,2,47,0,0.323,0.335,0.658,9,0.262,0.273
817,2025,내야수,심우준,한화,0.231,17,0,3,49,4,0.300,0.287,0.587,9,0.250,0.000
818,2025,내야수,전태현,키움,0.231,20,0,0,59,2,0.258,0.304,0.562,8,0.282,0.267
819,2025,내야수,나승엽,롯데,0.229,55,2,5,65,10,0.360,0.347,0.707,13,0.275,0.571
820,2025,내야수,박준영,두산,0.225,10,0,3,32,1,0.324,0.304,0.628,6,0.179,0.000
821,2025,내야수,권동진,KT,0.225,30,0,1,91,8,0.303,0.304,0.607,12,0.270,0.500
822,2025,내야수,변우혁,KIA,0.218,10,0,1,47,3,0.268,0.275,0.543,9,0.311,0.200
823,2025,내야수,김성현,SSG,0.217,16,0,1,20,4,0.270,0.316,0.586,2,0.226,0.375
824,2025,내야수,고영우,키움,0.217,2,0,0,6,2,0.261,0.280,0.541,1,0.300,0.000
825,2025,내야수,정훈,롯데,0.216,10,1,3,40,4,0.308,0.268,0.576,7,0.140,0.083
826,2025,내야수,문상철,KT,0.214,25,0,5,44,3,0.347,0.325,0.672,6,0.178,0.250
827,2025,내야수,염승원,키움,0.211,1,0,0,6,0,0.211,0.238,0.449,0,0.000,0.000
828,2025,내야수,이영빈,LG,0.208,1,0,0,35,1,0.375,0.216,0.591,1,0.238,0.000
829,2025,내야수,장준원,KT,0.207,8,0,0,27,5,0.250,0.248,0.498,6,0.182,0.000
830,2025,내야수,박민,KIA,0.202,5,0,3,33,1,0.287,0.265,0.552,4,0.211,0.250
831,2025,내야수,이창용,삼성,0.200,2,0,0,8,0,0.467,0.294,0.761,0,0.167,0.000
832,2025,내야수,이해승,삼성,0.200,0,0,0,2,0,0.200,0.200,0.400,0,0.500,0.000
833,2025,내야수,김주성,LG,0.200,1,0,1,2,0,0.400,0.294,0.694,0,0.000,0.250
834,2025,내야수,손용준,LG,0.200,0,0,1,5,2,0.200,0.250,0.450,0,0.250,0.000
835,2025,내야수,김준상,두산,0.200,0,0,1,8,0,0.267,0.250,0.517,1,0.000,0.000
836,2025,내야수,홍대인,SSG,0.200,0,0,0,2,0,0.200,0.200,0.400,0,0.000,0.000
837,2025,내야수,박병호,삼성,0.199,27,0,7,70,5,0.454,0.315,0.769,9,0.208,0.063
838,2025,내야수,최준우,SSG,0.191,30,0,3,47,3,0.250,0.328,0.578,5,0.262,0.148
839,2025,내야수,박승욱,롯데,0.190,5,0,1,30,0,0.226,0.244,0.470,2,0.200,0.000
840,2025,내야수,황대인,KIA,0.189,3,0,0,14,0,0.302,0.228,0.530,3,0.250,0.000
841,2025,내야수,양우현,삼성,0.188,0,0,0,2,0,0.250,0.188,0.438,0,0.286,0.000
842,2025,내야수,한재환,NC,0.185,2,0,2,14,0,0.185,0.290,0.475,0,0.300,0.200
843,2025,내야수,심재훈,삼성,0.184,4,0,0,13,0,0.184,0.262,0.446,2,0.222,0.000
844,2025,내야수,김정율,LG,0.182,1,0,0,6,0,0.182,0.231,0.413,0,0.000,0.000
845,2025,내야수,이선우,두산,0.182,0,0,0,2,0,0.273,0.182,0.455,0,0.000,0.333
846,2025,내야수,도태훈,NC,0.182,7,0,8,16,2,0.299,0.315,0.614,2,0.200,0.000
847,2025,내야수,강진성,키움,0.182,2,0,0,1,2,0.182,0.308,0.490,1,0.200,0.000
848,2025,내야수,김찬형,SSG,0.178,3,0,1,13,3,0.205,0.221,0.426,3,0.250,0.000
849,2025,내야수,송지후,키움,0.175,3,0,2,18,3,0.250,0.221,0.471,3,0.154,0.000
850,2025,내야수,안치홍,한화,0.172,16,2,1,39,4,0.230,0.245,0.475,5,0.238,0.200
851,2025,내야수,최정용,KIA,0.167,0,0,0,2,1,0.167,0.167,0.334,0,0.000,0.000
852,2025,내야수,문정빈,LG,0.167,1,0,2,11,0,0.367,0.242,0.609,1,0.100,0.333
853,2025,내야수,신윤후,롯데,0.167,0,0,0,3,0,0.167,0.167,0.334,0,0.000,0.000
854,2025,내야수,최항,롯데,0.167,1,0,0,4,0,0.167,0.286,0.453,0,0.250,0.000
855,2025,내야수,권광민,한화,0.167,0,0,0,5,1,0.222,0.167,0.389,0,0.000,0.250
856,2025,내야수,홍종표,NC,0.164,7,0,0,23,1,0.164,0.235,0.399,1,0.091,0.000
857,2025,내야수,박지환,SSG,0.150,4,0,0,19,1,0.150,0.200,0.350,1,0.176,0.000
858,2025,내야수,이원석,키움,0.143,1,0,0,2,1,0.143,0.250,0.393,0,0.000,0.000
859,2025,내야수,서건창,KIA,0.136,2,0,0,5,1,0.318,0.208,0.526,0,0.000,0.333
860,2025,내야수,여동욱,키움,0.132,7,0,0,21,2,0.264,0.233,0.497,0,0.000,0.286
861,2025,내야수,김민혁,두산,0.118,4,0,0,6,0,0.294,0.286,0.580,0,0.000,0.000
862,2025,내야수,여동건,두산,0.105,2,0,0,2,1,0.105,0.190,0.295,0,0.333,0.333
863,2025,내야수,권혁빈,키움,0.100,2,0,0,7,1,0.100,0.182,0.282,0,0.000,0.000
864,2025,내야수,김수윤,SSG,0.091,0,0,1,4,0,0.091,0.167,0.258,0,0.000,0.000
865,2025,내야수,김웅빈,키움,0.083,6,0,0,7,2,0.083,0.267,0.350,0,0.000,0.000
866,2025,내야수,양현종,키움,0.083,2,0,0,5,0,0.083,0.214,0.297,0,0.000,0.000
867,2025,내야수,김인환,한화,0.080,1,0,0,9,1,0.200,0.115,0.315,0,0.167,0.000
868,2025,내야수,정해원,KIA,0.075,5,0,1,14,4,0.075,0.196,0.271,0,0.091,0.167
869,2025,내야수,윤준혁,KT,0.059,0,0,0,5,0,0.118,0.059,0.177,0,0.000,0.000
870,2025,내야수,강민성,KT,0.033,5,0,0,15,1,0.033,0.167,0.200,0,0.000,0.000
871,2025,내야수,김호진,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000
872,2025,내야수,차승준,삼성,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
873,2025,내야수,김재호,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000
874,2025,내야수,오서진,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000
875,2025,내야수,강성우,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000
876,2025,내야수,이태경,롯데,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
877,2025,내야수,박정현,한화,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
878,2025,내야수,안인산,NC,0.000,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000
879,2025,내야수,서유신,키움,0.000,1,0,0,4,0,0.000,0.125,0.125,0,0.000,0.000
880,2025,내야수,이승원,키움,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
881,2025,외야수,한유섬,SSG,0.273,46,3,7,120,6,0.424,0.347,0.771,36,0.291,0.333
882,2025,외야수,플로리얼,한화,0.271,24,2,1,65,2,0.450,0.333,0.783,21,0.222,0.000
883,2025,외야수,나성범,KIA,0.268,42,1,6,79,6,0.444,0.381,0.825,16,0.257,0.400
884,2025,외야수,김석환,KIA,0.265,14,0,2,55,0,0.359,0.351,0.710,7,0.345,0.625
885,2025,외야수,박관우,LG,0.264,3,0,1,11,1,0.415,0.310,0.725,0,0.294,0.368
886,2025,외야수,변상권,키움,0.263,0,0,0,2,0,0.368,0.250,0.618,0,0.333,0.167
887,2025,외야수,장두성,롯데,0.262,24,0,3,64,3,0.298,0.332,0.630,19,0.269,0.000
888,2025,외야수,스티븐슨,KT,0.262,14,0,4,43,2,0.403,0.341,0.744,12,0.258,0.000
889,2025,외야수,김태연,한화,0.261,23,0,8,62,10,0.340,0.329,0.669,19,0.197,0.067
890,2025,외야수,최인호,한화,0.259,13,0,5,29,5,0.367,0.342,0.709,6,0.300,0.308
891,2025,외야수,정수빈,두산,0.258,61,2,11,57,7,0.348,0.355,0.703,27,0.212,1.000
892,2025,외야수,이정훈,KT,0.258,13,0,3,48,4,0.379,0.338,0.717,6,0.258,0.286
893,2025,외야수,황성빈,롯데,0.256,18,0,4,46,3,0.317,0.315,0.632,19,0.213,0.000
894,2025,외야수,카디네스,키움,0.253,32,2,6,67,7,0.372,0.330,0.702,21,0.284,0.000
895,2025,외야수,박영빈,NC,0.250,1,0,0,2,0,0.250,0.400,0.650,0,1.000,0.000
896,2025,외야수,이우성,NC,0.250,31,0,2,66,8,0.360,0.321,0.681,19,0.213,0.385
897,2025,외야수,주성원,키움,0.250,13,0,4,45,2,0.308,0.322,0.630,10,0.212,0.300
898,2025,외야수,권희동,NC,0.246,77,0,11,80,10,0.363,0.393,0.756,21,0.247,0.077
899,2025,외야수,임지열,키움,0.244,42,0,2,111,11,0.382,0.322,0.704,19,0.310,0.600
900,2025,외야수,조수행,두산,0.244,14,0,0,29,1,0.277,0.323,0.600,6,0.167,0.500
901,2025,외야수,최원준,NC,0.242,23,0,6,71,5,0.332,0.289,0.621,24,0.224,0.200
902,2025,외야수,스톤,키움,0.241,5,0,0,24,2,0.310,0.280,0.590,6,0.286,1.000
903,2025,외야수,김재환,두산,0.241,57,3,4,96,4,0.404,0.354,0.758,19,0.253,0.000
904,2025,외야수,이주형,키움,0.240,37,2,28,115,7,0.368,0.337,0.705,28,0.257,0.222
905,2025,외야수,로하스,KT,0.239,48,3,1,71,9,0.426,0.333,0.759,18,0.227,0.167
906,2025,외야수,천재환,NC,0.238,17,0,5,58,3,0.368,0.292,0.660,12,0.242,0.200
907,2025,외야수,김태훈,삼성,0.237,3,0,0,24,0,0.312,0.260,0.572,2,0.150,0.240
908,2025,외야수,임병욱,키움,0.233,5,0,0,33,3,0.353,0.259,0.612,6,0.290,0.222
909,2025,외야수,김민석,두산,0.228,12,1,2,62,3,0.298,0.269,0.567,12,0.254,0.118
910,2025,외야수,안치영,KT,0.227,4,0,3,13,1,0.318,0.327,0.645,1,0.308,0.000
911,2025,외야수,박주홍,키움,0.226,30,0,1,72,5,0.331,0.310,0.641,12,0.219,0.182
912,2025,외야수,김헌곤,삼성,0.225,11,0,4,29,4,0.295,0.286,0.581,6,0.114,0.333
913,2025,외야수,김동혁,롯데,0.225,18,0,3,26,3,0.292,0.373,0.665,4,0.235,0.000
914,2025,외야수,추재현,두산,0.222,3,0,1,17,2,0.321,0.259,0.580,3,0.111,0.286
915,2025,외야수,김동엽,키움,0.222,2,0,0,11,1,0.296,0.276,0.572,2,0.500,0.000
916,2025,외야수,함수호,삼성,0.214,0,0,0,6,0,0.214,0.214,0.428,1,0.250,0.000
917,2025,외야수,김인태,두산,0.213,36,0,5,57,2,0.328,0.356,0.684,4,0.250,0.341
918,2025,외야수,푸이그,키움,0.212,12,0,4,38,1,0.340,0.285,0.625,9,0.256,0.000
919,2025,외야수,송찬의,LG,0.211,9,0,8,49,4,0.347,0.291,0.638,7,0.237,0.273
920,2025,외야수,장진혁,KT,0.209,13,0,0,46,1,0.331,0.275,0.606,5,0.184,0.167
921,2025,외야수,배정대,KT,0.204,19,0,7,65,4,0.292,0.279,0.571,11,0.281,0.143
922,2025,외야수,박시원,NC,0.204,5,0,0,18,1,0.296,0.271,0.567,0,0.250,0.375
923,2025,외야수,이원석,한화,0.203,23,0,4,51,4,0.292,0.290,0.582,11,0.149,0.500
924,2025,외야수,맥브룸,SSG,0.203,5,2,1,28,2,0.405,0.263,0.668,4,0.261,0.000
925,2025,외야수,오태곤,SSG,0.201,30,0,1,59,4,0.309,0.310,0.619,9,0.196,0.242
926,2025,외야수,김병준,KT,0.200,0,0,0,2,0,0.200,0.200,0.400,0,0.000,0.000
927,2025,외야수,이승민,SSG,0.200,0,0,0,2,0,0.200,0.200,0.400,0,0.000,1.000
928,2025,외야수,이상혁,한화,0.200,0,0,1,3,0,0.300,0.273,0.573,0,0.250,0.000
929,2025,외야수,고승완,NC,0.200,1,0,0,5,0,0.200,0.273,0.473,0,0.000,0.333
930,2025,외야수,송승환,NC,0.200,0,0,0,6,0,0.267,0.200,0.467,0,0.667,0.286
931,2025,외야수,이형종,키움,0.200,9,0,1,22,3,0.329,0.300,0.629,1,0.200,0.222
932,2025,외야수,이성규,삼성,0.198,15,0,10,52,3,0.397,0.327,0.724,3,0.256,0.154
933,2025,외야수,김성욱,SSG,0.195,7,0,1,35,2,0.293,0.244,0.537,5,0.189,0.000
934,2025,외야수,한석현,NC,0.195,12,0,7,27,1,0.319,0.306,0.625,6,0.267,0.167
935,2025,외야수,김대한,두산,0.194,1,0,0,6,0,0.278,0.216,0.494,2,0.167,0.000
936,2025,외야수,함창건,LG,0.188,3,0,0,9,1,0.250,0.250,0.500,1,0.100,0.200
937,2025,외야수,채현우,SSG,0.188,3,0,0,13,1,0.313,0.231,0.544,2,0.231,0.000
938,2025,외야수,윤정빈,삼성,0.175,4,0,0,18,1,0.200,0.239,0.439,2,0.286,0.167
939,2025,외야수,원성준,키움,0.174,7,0,0,18,1,0.326,0.283,0.609,3,0.333,0.200
940,2025,외야수,임종찬,한화,0.167,5,0,0,13,0,0.300,0.286,0.586,1,0.200,0.000
941,2025,외야수,이창진,KIA,0.161,16,0,2,22,2,0.226,0.295,0.521,2,0.143,0.500
942,2025,외야수,유로결,한화,0.154,0,0,1,4,0,0.154,0.214,0.368,0,0.000,0.000
943,2025,외야수,최상민,SSG,0.143,1,0,1,5,0,0.143,0.333,0.476,0,0.000,0.000
944,2025,외야수,하재훈,SSG,0.143,4,0,0,21,1,0.304,0.197,0.501,1,0.167,0.000
945,2025,외야수,조세진,롯데,0.143,2,0,0,4,0,0.143,0.333,0.476,0,0.000,0.000
946,2025,외야수,박수종,키움,0.143,3,0,0,12,0,0.214,0.200,0.414,2,0.083,0.000
947,2025,외야수,장재영,키움,0.143,2,0,0,7,0,0.143,0.250,0.393,0,0.333,0.000
948,2025,외야수,홍현빈,삼성,0.125,3,0,1,8,0,0.188,0.222,0.410,0,0.167,0.143
949,2025,외야수,유준규,KT,0.118,7,0,0,13,0,0.176,0.268,0.444,0,0.111,0.000
950,2025,외야수,박한결,NC,0.118,2,0,0,8,0,0.471,0.211,0.682,0,0.250,0.000
951,2025,외야수,최성민,KT,0.105,1,0,0,5,0,0.105,0.150,0.255,0,0.500,0.000
952,2025,외야수,박헌,KIA,0.083,1,0,1,3,0,0.083,0.214,0.297,0,0.000,0.000
953,2025,외야수,전다민,두산,0.083,0,0,0,0,1,0.083,0.083,0.166,0,0.500,0.000
954,2025,외야수,박재현,KIA,0.081,6,0,0,26,0,0.097,0.159,0.256,0,0.059,0.143
955,2025,외야수,한승현,롯데,0.059,1,0,0,6,0,0.059,0.105,0.164,0,0.000,0.000
956,2025,외야수,김재혁,삼성,0.000,1,0,0,2,0,0.000,0.250,0.250,0,0.000,0.000
957,2025,외야수,최승민,LG,0.000,1,0,0,2,0,0.000,0.167,0.167,0,0.000,0.000
958,2025,외야수,강현구,두산,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
959,2025,외야수,천현재,두산,0.000,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000
960,2025,외야수,김건형,KT,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
961,2025,외야수,송민섭,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000
962,2025,외야수,김강민,SSG,-,0,0,0,0,0,-,-,-,0,0.000,0.000
963,2025,외야수,김창평,SSG,-,0,0,0,0,0,-,-,-,0,0.000,0.000
964,2025,외야수,이정범,SSG,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
965,2025,외야수,임근우,SSG,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
966,2025,외야수,이인한,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000
967,2025,외야수,이민재,한화,0.000,0,0,0,1,1,0.000,0.000,0.000,0,0.000,0.000
968,2025,외야수,김범준,NC,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
969,2026,내야수,강백호,한화,0.276,3,0,0,11,0,0.517,0.344,0.861,2,0.429,0.000
970,2026,내야수,김도영,KIA,0.273,4,0,0,3,0,0.455,0.385,0.840,2,0.400,0.000
971,2026,내야수,힐리어드,KT,0.269,4,0,0,8,0,0.615,0.355,0.970,2,0.273,0.000
972,2026,내야수,안재석,두산,0.250,4,0,0,2,0,0.500,0.360,0.860,1,0.250,0.000
973,2026,내야수,문보경,LG,0.235,3,0,0,2,1,0.294,0.333,0.627,1,0.250,0.000
974,2026,내야수,최재영,키움,0.231,1,0,0,4,1,0.308,0.286,0.594,1,0.400,0.000
975,2026,내야수,어준서,키움,0.227,3,0,1,4,0,0.227,0.346,0.573,1,0.200,0.000
976,2026,내야수,박민,KIA,0.222,0,0,0,2,0,0.222,0.222,0.444,1,0.500,0.000
977,2026,내야수,전민재,롯데,0.214,2,0,0,3,1,0.214,0.294,0.508,1,0.250,0.000
978,2026,내야수,최주환,키움,0.214,1,0,0,1,3,0.357,0.267,0.624,0,0.125,1.000
979,2026,내야수,신민재,LG,0.208,4,0,0,7,1,0.208,0.321,0.529,1,0.333,0.000
980,2026,내야수,노시환,한화,0.200,2,0,0,13,0,0.233,0.250,0.483,2,0.154,0.000
981,2026,내야수,이도윤,한화,0.200,0,0,0,0,0,0.400,0.200,0.600,0,1.000,0.000
982,2026,내야수,박지훈,두산,0.200,2,0,0,1,0,0.200,0.294,0.494,0,0.400,1.000
983,2026,내야수,김태진,키움,0.200,0,0,0,3,0,0.200,0.200,0.400,0,1.000,0.000
984,2026,내야수,오선진,키움,0.200,0,0,0,0,0,0.200,0.200,0.400,0,0.500,0.000
985,2026,내야수,신재인,NC,0.167,1,0,0,2,0,0.667,0.286,0.953,0,0.000,0.000
986,2026,내야수,류현인,KT,0.167,1,0,1,3,0,0.167,0.250,0.417,1,0.167,0.000
987,2026,내야수,윤도현,KIA,0.167,1,0,0,7,1,0.167,0.211,0.378,0,0.000,0.000
988,2026,내야수,박찬호,두산,0.160,2,0,0,4,2,0.200,0.222,0.422,1,0.333,0.000
989,2026,내야수,양석환,두산,0.130,3,1,0,5,0,0.304,0.231,0.535,1,0.000,0.000
990,2026,내야수,김주원,NC,0.125,3,0,2,5,0,0.167,0.276,0.443,0,0.000,0.000
